,entry_id,updated,published,title,authors,summary,comment,journal_ref,doi,primary_category,categories,links,pdf_url
10,http://arxiv.org/abs/2209.12080v2,2022-09-27 10:39:34+00:00,2022-09-24 20:25:39+00:00,Climate Impact Modelling Framework,"['Blair Edwards', 'Paolo Fraccaro', 'Nikola Stoyanov', 'Nelson Bore', 'Julian Kuehnert', 'Kommy Weldemariam', 'Anne Jones']","The application of models to assess the risk of the physical impacts of weather and climate and their subsequent consequences for society and business is of the utmost importance in our changing climate. The operation of such models is historically bespoke and constrained to specific compute infrastructure, driving datasets and predefined configurations. These constraints introduce challenges with scaling model runs and putting the models in the hands of interested users. Here we present a cloud-based modular framework for the deployment and operation of geospatial models, initially applied to climate impacts. The Climate Impact Modelling Frameworks (CIMF) enables the deployment of modular workflows in a dynamic and flexible manner. Users can specify workflow components in a streamlined manner, these components can then be easily organised into different configurations to assess risk in different ways and at different scales. This also enables different models (physical simulation or machine learning models) and workflows to be connected to produce combined risk assessment. Flood modelling is used as an end-to-end example to demonstrate the operation of CIMF.",KDD Fragile Earth workshop 2022,,,cs.DC,"['cs.DC', 'cs.AI']","['http://arxiv.org/abs/2209.12080v2', 'http://arxiv.org/pdf/2209.12080v2']",http://arxiv.org/pdf/2209.12080v2
11,http://arxiv.org/abs/2211.03219v1,2022-11-06 20:56:25+00:00,2022-11-06 20:56:25+00:00,B-SMART: A Reference Architecture for Artificially Intelligent Autonomic Smart Buildings,"['Mikhail Genkin', 'J. J. McArthur']","The pervasive application of artificial intelligence and machine learning algorithms is transforming many industries and aspects of the human experience. One very important industry trend is the move to convert existing human dwellings to smart buildings, and to create new smart buildings. Smart buildings aim to mitigate climate change by reducing energy consumption and associated carbon emissions. To accomplish this, they leverage artificial intelligence, big data, and machine learning algorithms to learn and optimize system performance. These fields of research are currently very rapidly evolving and advancing, but there has been very little guidance to help engineers and architects working on smart buildings apply artificial intelligence algorithms and technologies in a systematic and effective manner. In this paper we present B-SMART: the first reference architecture for autonomic smart buildings. B-SMART facilitates the application of artificial intelligence techniques and technologies to smart buildings by decoupling conceptually distinct layers of functionality and organizing them into an autonomic control loop. We also present a case study illustrating how B-SMART can be applied to accelerate the introduction of artificial intelligence into an existing smart building.",,,,cs.AI,"['cs.AI', 'I.2.1']","['http://arxiv.org/abs/2211.03219v1', 'http://arxiv.org/pdf/2211.03219v1']",http://arxiv.org/pdf/2211.03219v1
12,http://arxiv.org/abs/2012.09433v1,2020-12-17 08:04:22+00:00,2020-12-17 08:04:22+00:00,Helping Reduce Environmental Impact of Aviation with Machine Learning,['Ashish Kapoor'],"Commercial aviation is one of the biggest contributors towards climate change. We propose to reduce environmental impact of aviation by considering solutions that would reduce the flight time. Specifically, we first consider improving winds aloft forecast so that flight planners could use better information to find routes that are efficient. Secondly, we propose an aircraft routing method that seeks to find the fastest route to the destination by considering uncertainty in the wind forecasts and then optimally trading-off between exploration and exploitation.","Appeared in NeurIPS 2019 Workshop Tackling Climate Change with
  Machine Learning",,,cs.AI,"['cs.AI', 'cs.CY', 'cs.LG']","['http://arxiv.org/abs/2012.09433v1', 'http://arxiv.org/pdf/2012.09433v1']",http://arxiv.org/pdf/2012.09433v1
13,http://arxiv.org/abs/2211.03179v1,2022-11-06 17:14:14+00:00,2022-11-06 17:14:14+00:00,Personalizing Sustainable Agriculture with Causal Machine Learning,"['Georgios Giannarakis', 'Vasileios Sitokonstantinou', 'Roxanne Suzette Lorilla', 'Charalampos Kontoes']","To fight climate change and accommodate the increasing population, global crop production has to be strengthened. To achieve the ""sustainable intensification"" of agriculture, transforming it from carbon emitter to carbon sink is a priority, and understanding the environmental impact of agricultural management practices is a fundamental prerequisite to that. At the same time, the global agricultural landscape is deeply heterogeneous, with differences in climate, soil, and land use inducing variations in how agricultural systems respond to farmer actions. The ""personalization"" of sustainable agriculture with the provision of locally adapted management advice is thus a necessary condition for the efficient uplift of green metrics, and an integral development in imminent policies. Here, we formulate personalized sustainable agriculture as a Conditional Average Treatment Effect estimation task and use Causal Machine Learning for tackling it. Leveraging climate data, land use information and employing Double Machine Learning, we estimate the heterogeneous effect of sustainable practices on the field-level Soil Organic Carbon content in Lithuania. We thus provide a data-driven perspective for targeting sustainable practices and effectively expanding the global carbon sink.","Accepted for publication and spotlight presentation at Tackling
  Climate Change with Machine Learning: workshop at NeurIPS 2022",,,cs.LG,"['cs.LG', 'cs.AI']","['http://arxiv.org/abs/2211.03179v1', 'http://arxiv.org/pdf/2211.03179v1']",http://arxiv.org/pdf/2211.03179v1
14,http://arxiv.org/abs/2107.02693v2,2022-07-12 15:22:14+00:00,2021-07-06 15:55:26+00:00,Remote sensing and AI for building climate adaptation applications,"['Beril Sirmacek', 'Ricardo Vinuesa']","Urban areas are not only one of the biggest contributors to climate change, but also they are one of the most vulnerable areas with high populations who would together experience the negative impacts. In this paper, we address some of the opportunities brought by satellite remote sensing imaging and artificial intelligence (AI) in order to measure climate adaptation of cities automatically. We propose a framework combining AI and simulation which may be useful for extracting indicators from remote-sensing images and may help with predictive estimation of future states of these climate-adaptation-related indicators. When such models become more robust and used in real life applications, they may help decision makers and early responders to choose the best actions to sustain the well-being of society, natural resources and biodiversity. We underline that this is an open field and an on-going area of research for many scientists, therefore we offer an in-depth discussion on the challenges and limitations of data-driven methods and the predictive estimation models in general.",32 pages,,,cs.LG,"['cs.LG', '68T01', 'I.2.1']","['http://arxiv.org/abs/2107.02693v2', 'http://arxiv.org/pdf/2107.02693v2']",http://arxiv.org/pdf/2107.02693v2
15,http://arxiv.org/abs/2211.16947v1,2022-11-30 12:45:04+00:00,2022-11-30 12:45:04+00:00,Using Text Classification with a Bayesian Correction for Estimating Overreporting in the Creditor Reporting System on Climate Adaptation Finance,"['Janos Borst', 'Thomas Wencker', 'Andreas Niekler']","Development funds are essential to finance climate change adaptation and are thus an important part of international climate policy. % However, the absence of a common reporting practice makes it difficult to assess the amount and distribution of such funds. Research has questioned the credibility of reported figures, indicating that adaptation financing is in fact lower than published figures suggest. Projects claiming a greater relevance to climate change adaptation than they target are referred to as ""overreported"". To estimate realistic rates of overreporting in large data sets over times, we propose an approach based on state-of-the-art text classification. To date, assessments of credibility have relied on small, manually evaluated samples. We use such a sample data set to train a classifier with an accuracy of $89.81\% \pm 0.83\%$ (tenfold cross-validation) and extrapolate to larger data sets to identify overreporting. Additionally, we propose a method that incorporates evidence of smaller, higher-quality data to correct predicted rates using Bayes' theorem. This enables a comparison of different annotation schemes to estimate the degree of overreporting in climate change adaptation. Our results support findings that indicate extensive overreporting of $32.03\%$ with a credible interval of $[19.81\%;48.34\%]$.","9+4 Pages, 3 figures, 4 tables",,,cs.CY,"['cs.CY', 'cs.AI', 'J.1; I.2.7']","['http://arxiv.org/abs/2211.16947v1', 'http://arxiv.org/pdf/2211.16947v1']",http://arxiv.org/pdf/2211.16947v1
16,http://arxiv.org/abs/2209.02396v2,2022-09-22 16:50:31+00:00,2022-09-02 05:38:26+00:00,Avoiding the Great Filter: A Simulation of Important Factors for Human Survival,"['Jonathan H. Jiang', 'Ruoxin Huang', 'Prithwis Das', 'Fuyang Feng', 'Philip E. Rosen', 'Chenyu Zuo', 'Rocky Gao', 'Kristen A. Fahy', 'Leopold Van Ijzendoorn']","Humanity's path to avoiding extinction is a daunting and inevitable challenge which proves difficult to solve, partially due to the lack of data and evidence surrounding the concept. We aim to address this confusion by addressing the most dangerous threats to humanity, in hopes of providing a direction to approach this problem. Using a probabilistic model, we observed the effects of nuclear war, climate change, asteroid impacts, artificial intelligence and pandemics, which are the most harmful disasters in terms of their extent of destruction on the length of human survival. We consider the starting point of the predicted average number of survival years as the present calendar year. Nuclear war, when sampling from an artificial normal distribution, results in an average human survival time of 60 years into the future starting from the present, before a civilization-ending disaster. While climate change results in an average human survival time of 193 years, the simulation based on impact from asteroids results in an average of 1754 years. Since the risks from asteroid impacts could be considered to reside mostly in the far future, it can be concluded that nuclear war, climate change, and pandemics are presently the most prominent threats to humanity. Additionally, the danger from superiority of artificial intelligence over humans, although still somewhat abstract, is worthy of further study as its potential for impeding humankind's progress towards becoming a more advanced civilization cannot be confidently dismissed.",,,,physics.soc-ph,"['physics.soc-ph', 'physics.pop-ph']","['http://arxiv.org/abs/2209.02396v2', 'http://arxiv.org/pdf/2209.02396v2']",http://arxiv.org/pdf/2209.02396v2
17,http://arxiv.org/abs/1906.05433v2,2019-11-05 17:37:20+00:00,2019-06-10 17:51:47+00:00,Tackling Climate Change with Machine Learning,"['David Rolnick', 'Priya L. Donti', 'Lynn H. Kaack', 'Kelly Kochanski', 'Alexandre Lacoste', 'Kris Sankaran', 'Andrew Slavin Ross', 'Nikola Milojevic-Dupont', 'Natasha Jaques', 'Anna Waldman-Brown', 'Alexandra Luccioni', 'Tegan Maharaj', 'Evan D. Sherwin', 'S. Karthik Mukkavilli', 'Konrad P. Kording', 'Carla Gomes', 'Andrew Y. Ng', 'Demis Hassabis', 'John C. Platt', 'Felix Creutzig', 'Jennifer Chayes', 'Yoshua Bengio']","Climate change is one of the greatest challenges facing humanity, and we, as machine learning experts, may wonder how we can help. Here we describe how machine learning can be a powerful tool in reducing greenhouse gas emissions and helping society adapt to a changing climate. From smart grids to disaster management, we identify high impact problems where existing gaps can be filled by machine learning, in collaboration with other fields. Our recommendations encompass exciting research questions as well as promising business opportunities. We call on the machine learning community to join the global effort against climate change.","For additional resources, please visit the website that accompanies
  this paper: https://www.climatechange.ai/",,,cs.CY,"['cs.CY', 'cs.AI', 'cs.LG', 'stat.ML']","['http://arxiv.org/abs/1906.05433v2', 'http://arxiv.org/pdf/1906.05433v2']",http://arxiv.org/pdf/1906.05433v2
18,http://arxiv.org/abs/2104.12469v1,2021-04-26 10:58:44+00:00,2021-04-26 10:58:44+00:00,Generative modeling of spatio-temporal weather patterns with extreme event conditioning,"['Konstantin Klemmer', 'Sudipan Saha', 'Matthias Kahl', 'Tianlin Xu', 'Xiao Xiang Zhu']","Deep generative models are increasingly used to gain insights in the geospatial data domain, e.g., for climate data. However, most existing approaches work with temporal snapshots or assume 1D time-series; few are able to capture spatio-temporal processes simultaneously. Beyond this, Earth-systems data often exhibit highly irregular and complex patterns, for example caused by extreme weather events. Because of climate change, these phenomena are only increasing in frequency. Here, we proposed a novel GAN-based approach for generating spatio-temporal weather patterns conditioned on detected extreme events. Our approach augments GAN generator and discriminator with an encoded extreme weather event segmentation mask. These segmentation masks can be created from raw input using existing event detection frameworks. As such, our approach is highly modular and can be combined with custom GAN architectures. We highlight the applicability of our proposed approach in experiments with real-world surface radiation and zonal wind data.",ICLR'21 Workshop AI: Modeling Oceans and Climate Change (AIMOCC),,,cs.CV,"['cs.CV', 'cs.AI', 'cs.LG', 'physics.ao-ph']","['http://arxiv.org/abs/2104.12469v1', 'http://arxiv.org/pdf/2104.12469v1']",http://arxiv.org/pdf/2104.12469v1
19,http://arxiv.org/abs/2202.07424v1,2022-02-11 14:32:55+00:00,2022-02-11 14:32:55+00:00,The potential of artificial intelligence for achieving healthy and sustainable societies,"['B. Sirmacek', 'S. Gupta', 'F. Mallor', 'H. Azizpour', 'Y. Ban', 'H. Eivazi', 'H. Fang', 'F. Golzar', 'I. Leite', 'G. I. Melsion', 'K. Smith', 'F. Fuso Nerini', 'R. Vinuesa']","In this chapter we extend earlier work (Vinuesa et al., Nature Communications 11, 2020) on the potential of artificial intelligence (AI) to achieve the 17 Sustainable Development Goals (SDGs) proposed by the United Nations (UN) for the 2030 Agenda. The present contribution focuses on three SDGs related to healthy and sustainable societies, i.e. SDG 3 (on good health), SDG 11 (on sustainable cities) and SDG 13 (on climate action). This chapter extends the previous study within those three goals, and goes beyond the 2030 targets. These SDGs are selected because they are closely related to the coronavirus disease 19 (COVID-19) pandemic, and also to crises like climate change, which constitute important challenges to our society.",,,,cs.CY,['cs.CY'],"['http://arxiv.org/abs/2202.07424v1', 'http://arxiv.org/pdf/2202.07424v1']",http://arxiv.org/pdf/2202.07424v1
20,http://arxiv.org/abs/2110.04749v1,2021-10-10 10:06:16+00:00,2021-10-10 10:06:16+00:00,Modeling of Pan Evaporation Based on the Development of Machine Learning Methods,['Mustafa Al-Mukhtar'],"For effective planning and management of water resources and implementation of the related strategies, it is important to ensure proper estimation of evaporation losses, especially in regions that are prone to drought. Changes in climatic factors, such as changes in temperature, wind speed, sunshine hours, humidity, and solar radiation can have a significant impact on the evaporation process. As such, evaporation is a highly non-linear, non-stationary process, and can be difficult to be modeled based on climatic factors, especially in different agro-climatic conditions. The aim of this study, therefore, is to investigate the feasibility of several machines learning (ML) models (conditional random forest regression, Multivariate Adaptive Regression Splines, Bagged Multivariate Adaptive Regression Splines, Model Tree M5, K- nearest neighbor, and the weighted K- nearest neighbor) for modeling the monthly pan evaporation estimation. This study proposes the development of newly explored ML models for modeling evaporation losses in three different locations over the Iraq region based on the available climatic data in such areas. The evaluation of the performance of the proposed model based on various evaluation criteria showed the capability of the proposed weighted K- nearest neighbor model in modeling the monthly evaporation losses in the studies areas with better accuracy when compared with the other existing models used as a benchmark in this study.",,,10.1007/s00704-021-03760-4,physics.pop-ph,"['physics.pop-ph', 'cs.AI', 'cs.LG']","['http://dx.doi.org/10.1007/s00704-021-03760-4', 'http://arxiv.org/abs/2110.04749v1', 'http://arxiv.org/pdf/2110.04749v1']",http://arxiv.org/pdf/2110.04749v1
21,http://arxiv.org/abs/2202.13758v2,2022-05-24 10:04:48+00:00,2022-02-28 13:18:26+00:00,Logical Fallacy Detection,"['Zhijing Jin', 'Abhinav Lalwani', 'Tejas Vaidhya', 'Xiaoyu Shen', 'Yiwen Ding', 'Zhiheng Lyu', 'Mrinmaya Sachan', 'Rada Mihalcea', 'Bernhard Schölkopf']","Reasoning is central to human intelligence. However, fallacious arguments are common, and some exacerbate problems such as spreading misinformation about climate change. In this paper, we propose the task of logical fallacy detection, and provide a new dataset (Logic) of logical fallacies generally found in text, together with an additional challenge set for detecting logical fallacies in climate change claims (LogicClimate). Detecting logical fallacies is a hard problem as the model must understand the underlying logical structure of the argument. We find that existing pretrained large language models perform poorly on this task. In contrast, we show that a simple structure-aware classifier outperforms the best language model by 5.46% on Logic and 4.51% on LogicClimate. We encourage future work to explore this task as (a) it can serve as a new reasoning challenge for language models, and (b) it can have potential applications in tackling the spread of misinformation. Our dataset and code are available at https://github.com/causalNLP/logical-fallacy.",,,,cs.CL,"['cs.CL', 'cs.AI', 'cs.CY', 'cs.LG', 'cs.LO']","['http://arxiv.org/abs/2202.13758v2', 'http://arxiv.org/pdf/2202.13758v2']",http://arxiv.org/pdf/2202.13758v2
